,Nation,Coverage,Metric,Value,Year
629,California,Uninsured,MOError1,38,2023
630,California,Private,MOError1,82,2023
631,California,Employer-based,MOError1,78,2023
632,California,Direct-purchase,MOError1,54,2023
633,California,TRICARE,MOError1,20,2023
634,California,Public,MOError1,76,2023
635,California,Medicaid,MOError1,77,2023
636,California,Medicare,MOError1,22,2023
637,California,VA Care,MOError1,13,2023
638,Colorado,Total,MOError1,4,2023
639,Colorado,Any coverage,MOError1,14,2023
640,Colorado,Uninsured,MOError1,14,2023
641,Colorado,Private,MOError1,29,2023
642,Colorado,Employer-based,MOError1,31,2023
643,Colorado,Direct-purchase,MOError1,19,2023
644,Colorado,TRICARE,MOError1,14,2023
645,Colorado,Public,MOError1,26,2023
646,Colorado,Medicaid,MOError1,26,2023
647,Colorado,Medicare,MOError1,7,2023
648,Colorado,VA Care,MOError1,7,2023
649,Connecticut,Total,MOError1,2,2023
650,Connecticut,Any coverage,MOError1,13,2023
651,Connecticut,Uninsured,MOError1,13,2023
652,Connecticut,Private,MOError1,24,2023
653,Connecticut,Employer-based,MOError1,24,2023
654,Connecticut,Direct-purchase,MOError1,14,2023
655,Connecticut,TRICARE,MOError1,4,2023
656,Connecticut,Public,MOError1,21,2023
657,Connecticut,Medicaid,MOError1,21,2023
658,Connecticut,Medicare,MOError1,6,2023
659,Connecticut,VA Care,MOError1,4,2023
660,Delaware,Total,MOError1,1,2023
661,Delaware,Any coverage,MOError1,8,2023
662,Delaware,Uninsured,MOError1,8,2023
663,Delaware,Private,MOError1,14,2023
664,Delaware,Employer-based,MOError1,14,2023
665,Delaware,Direct-purchase,MOError1,7,2023
666,Delaware,TRICARE,MOError1,4,2023
667,Delaware,Public,MOError1,11,2023
668,Delaware,Medicaid,MOError1,12,2023
669,Delaware,Medicare,MOError1,3,2023
670,Delaware,VA Care,MOError1,3,2023
671,District of Columbia,Total,MOError1,1,2023
672,District of Columbia,Any coverage,MOError1,3,2023
673,District of Columbia,Uninsured,MOError1,3,2023
674,District of Columbia,Private,MOError1,13,2023
675,District of Columbia,Employer-based,MOError1,13,2023
676,District of Columbia,Direct-purchase,MOError1,6,2023
677,District of Columbia,TRICARE,MOError1,3,2023
678,District of Columbia,Public,MOError1,13,2023
679,District of Columbia,Medicaid,MOError1,12,2023
680,District of Columbia,Medicare,MOError1,2,2023
681,District of Columbia,VA Care,MOError1,2,2023
682,Florida,Total,MOError1,6,2023
683,Florida,Any coverage,MOError1,44,2023
684,Florida,Uninsured,MOError1,44,2023
685,Florida,Private,MOError1,72,2023
686,Florida,Employer-based,MOError1,68,2023
687,Florida,Direct-purchase,MOError1,40,2023
688,Florida,TRICARE,MOError1,27,2023
689,Florida,Public,MOError1,48,2023
690,Florida,Medicaid,MOError1,51,2023
691,Florida,Medicare,MOError1,16,2023
692,Florida,VA Care,MOError1,19,2023
693,Georgia,Total,MOError1,4,2023
694,Georgia,Any coverage,MOError1,26,2023
695,Georgia,Uninsured,MOError1,26,2023
696,Georgia,Private,MOError1,40,2023
697,Georgia,Employer-based,MOError1,42,2023
698,Georgia,Direct-purchase,MOError1,30,2023
699,Georgia,TRICARE,MOError1,17,2023
700,Georgia,Public,MOError1,34,2023
701,Georgia,Medicaid,MOError1,34,2023
702,Georgia,Medicare,MOError1,11,2023
703,Georgia,VA Care,MOError1,10,2023
704,Hawaii,Total,MOError1,3,2023
705,Hawaii,Any coverage,MOError1,5,2023
706,Hawaii,Uninsured,MOError1,4,2023
707,Hawaii,Private,MOError1,12,2023
708,Hawaii,Employer-based,MOError1,15,2023
709,Hawaii,Direct-purchase,MOError1,9,2023
710,Hawaii,TRICARE,MOError1,7,2023
711,Hawaii,Public,MOError1,12,2023
712,Hawaii,Medicaid,MOError1,12,2023
713,Hawaii,Medicare,MOError1,3,2023
714,Hawaii,VA Care,MOError1,3,2023
715,Idaho,Total,MOError1,1,2023
716,Idaho,Any coverage,MOError1,10,2023
717,Idaho,Uninsured,MOError1,10,2023
718,Idaho,Private,MOError1,14,2023
719,Idaho,Employer-based,MOError1,17,2023
720,Idaho,Direct-purchase,MOError1,11,2023
721,Idaho,TRICARE,MOError1,6,2023
722,Idaho,Public,MOError1,13,2023
723,Idaho,Medicaid,MOError1,13,2023
724,Idaho,Medicare,MOError1,4,2023
725,Idaho,VA Care,MOError1,4,2023
726,Illinois,Total,MOError1,2,2023
727,Illinois,Any coverage,MOError1,21,2023
728,Illinois,Uninsured,MOError1,22,2023
729,Illinois,Private,MOError1,44,2023
730,Illinois,Employer-based,MOError1,47,2023
731,Illinois,Direct-purchase,MOError1,23,2023
732,Illinois,TRICARE,MOError1,8,2023
733,Illinois,Public,MOError1,39,2023
734,Illinois,Medicaid,MOError1,39,2023
735,Illinois,Medicare,MOError1,11,2023
736,Illinois,VA Care,MOError1,8,2023
737,Indiana,Total,MOError1,2,2023
738,Indiana,Any coverage,MOError1,19,2023
739,Indiana,Uninsured,MOError1,19,2023
740,Indiana,Private,MOError1,35,2023
741,Indiana,Employer-based,MOError1,36,2023
742,Indiana,Direct-purchase,MOError1,16,2023
743,Indiana,TRICARE,MOError1,9,2023
744,Indiana,Public,MOError1,26,2023
745,Indiana,Medicaid,MOError1,27,2023
746,Indiana,Medicare,MOError1,8,2023
747,Indiana,VA Care,MOError1,6,2023
748,Iowa,Total,MOError1,1,2023
749,Iowa,Any coverage,MOError1,9,2023
750,Iowa,Uninsured,MOError1,9,2023
751,Iowa,Private,MOError1,20,2023
752,Iowa,Employer-based,MOError1,22,2023
753,Iowa,Direct-purchase,MOError1,12,2023
754,Iowa,TRICARE,MOError1,6,2023
755,Iowa,Public,MOError1,15,2023
756,Iowa,Medicaid,MOError1,15,2023
757,Iowa,Medicare,MOError1,5,2023
758,Iowa,VA Care,MOError1,3,2023
759,Kansas,Total,MOError1,2,2023
760,Kansas,Any coverage,MOError1,10,2023
761,Kansas,Uninsured,MOError1,10,2023
762,Kansas,Private,MOError1,16,2023
763,Kansas,Employer-based,MOError1,17,2023
764,Kansas,Direct-purchase,MOError1,13,2023
765,Kansas,TRICARE,MOError1,7,2023
766,Kansas,Public,MOError1,13,2023
767,Kansas,Medicaid,MOError1,14,2023
768,Kansas,Medicare,MOError1,5,2023
769,Kansas,VA Care,MOError1,4,2023
770,Kentucky,Total,MOError1,2,2023
771,Kentucky,Any coverage,MOError1,11,2023
772,Kentucky,Uninsured,MOError1,11,2023
773,Kentucky,Private,MOError1,25,2023
774,Kentucky,Employer-based,MOError1,25,2023
775,Kentucky,Direct-purchase,MOError1,13,2023
776,Kentucky,TRICARE,MOError1,8,2023
777,Kentucky,Public,MOError1,25,2023
778,Kentucky,Medicaid,MOError1,25,2023
779,Kentucky,Medicare,MOError1,7,2023
780,Kentucky,VA Care,MOError1,6,2023
781,Louisiana,Total,MOError1,3,2023
782,Louisiana,Any coverage,MOError1,14,2023
783,Louisiana,Uninsured,MOError1,14,2023
784,Louisiana,Private,MOError1,29,2023
785,Louisiana,Employer-based,MOError1,30,2023
786,Louisiana,Direct-purchase,MOError1,15,2023
787,Louisiana,TRICARE,MOError1,6,2023
788,Louisiana,Public,MOError1,27,2023
789,Louisiana,Medicaid,MOError1,27,2023
790,Louisiana,Medicare,MOError1,8,2023
791,Louisiana,VA Care,MOError1,5,2023
792,Maine,Total,MOError1,1,2023
793,Maine,Any coverage,MOError1,5,2023
794,Maine,Uninsured,MOError1,5,2023
795,Maine,Private,MOError1,12,2023
796,Maine,Employer-based,MOError1,11,2023
797,Maine,Direct-purchase,MOError1,8,2023
798,Maine,TRICARE,MOError1,4,2023
799,Maine,Public,MOError1,11,2023
800,Maine,Medicaid,MOError1,11,2023
801,Maine,Medicare,MOError1,4,2023
802,Maine,VA Care,MOError1,3,2023
803,Maryland,Total,MOError1,4,2023
804,Maryland,Any coverage,MOError1,15,2023
805,Maryland,Uninsured,MOError1,15,2023
806,Maryland,Private,MOError1,29,2023
807,Maryland,Employer-based,MOError1,33,2023
808,Maryland,Direct-purchase,MOError1,19,2023
809,Maryland,TRICARE,MOError1,13,2023
810,Maryland,Public,MOError1,27,2023
811,Maryland,Medicaid,MOError1,26,2023
812,Maryland,Medicare,MOError1,9,2023
813,Maryland,VA Care,MOError1,6,2023
814,Massachusetts,Total,MOError1,2,2023
815,Massachusetts,Any coverage,MOError1,12,2023
816,Massachusetts,Uninsured,MOError1,13,2023
817,Massachusetts,Private,MOError1,33,2023
818,Massachusetts,Employer-based,MOError1,35,2023
819,Massachusetts,Direct-purchase,MOError1,23,2023
820,Massachusetts,TRICARE,MOError1,7,2023
821,Massachusetts,Public,MOError1,33,2023
822,Massachusetts,Medicaid,MOError1,32,2023
823,Massachusetts,Medicare,MOError1,10,2023
824,Massachusetts,VA Care,MOError1,5,2023
825,Michigan,Total,MOError1,1,2023
826,Michigan,Any coverage,MOError1,14,2023
827,Michigan,Uninsured,MOError1,14,2023
828,Michigan,Private,MOError1,30,2023
829,Michigan,Employer-based,MOError1,35,2023
830,Michigan,Direct-purchase,MOError1,21,2023
831,Michigan,TRICARE,MOError1,7,2023
832,Michigan,Public,MOError1,32,2023
833,Michigan,Medicaid,MOError1,32,2023
834,Michigan,Medicare,MOError1,10,2023
835,Michigan,VA Care,MOError1,6,2023
836,Minnesota,Total,MOError1,1,2023
837,Minnesota,Any coverage,MOError1,10,2023
838,Minnesota,Uninsured,MOError1,11,2023
839,Minnesota,Private,MOError1,27,2023
840,Minnesota,Employer-based,MOError1,25,2023
841,Minnesota,Direct-purchase,MOError1,17,2023
842,Minnesota,TRICARE,MOError1,7,2023
843,Minnesota,Public,MOError1,24,2023
844,Minnesota,Medicaid,MOError1,25,2023
845,Minnesota,Medicare,MOError1,7,2023
846,Minnesota,VA Care,MOError1,4,2023
847,Mississippi,Total,MOError1,2,2023
848,Mississippi,Any coverage,MOError1,14,2023
849,Mississippi,Uninsured,MOError1,14,2023
850,Mississippi,Private,MOError1,22,2023
851,Mississippi,Employer-based,MOError1,23,2023
852,Mississippi,Direct-purchase,MOError1,15,2023
853,Mississippi,TRICARE,MOError1,8,2023
854,Mississippi,Public,MOError1,18,2023
855,Mississippi,Medicaid,MOError1,20,2023
856,Mississippi,Medicare,MOError1,7,2023
857,Mississippi,VA Care,MOError1,5,2023
858,Missouri,Total,MOError1,2,2023
859,Missouri,Any coverage,MOError1,19,2023
860,Missouri,Uninsured,MOError1,19,2023
861,Missouri,Private,MOError1,30,2023
862,Missouri,Employer-based,MOError1,30,2023
863,Missouri,Direct-purchase,MOError1,17,2023
864,Missouri,TRICARE,MOError1,10,2023
865,Missouri,Public,MOError1,25,2023
866,Missouri,Medicaid,MOError1,23,2023
867,Missouri,Medicare,MOError1,10,2023
868,Missouri,VA Care,MOError1,8,2023
869,Montana,Total,MOError1,1,2023
870,Montana,Any coverage,MOError1,7,2023
871,Montana,Uninsured,MOError1,7,2023
872,Montana,Private,MOError1,11,2023
873,Montana,Employer-based,MOError1,11,2023
874,Montana,Direct-purchase,MOError1,9,2023
875,Montana,TRICARE,MOError1,5,2023
876,Montana,Public,MOError1,8,2023
877,Montana,Medicaid,MOError1,9,2023
878,Montana,Medicare,MOError1,3,2023
879,Montana,VA Care,MOError1,3,2023
880,Nebraska,Total,MOError1,1,2023
881,Nebraska,Any coverage,MOError1,8,2023
882,Nebraska,Uninsured,MOError1,8,2023
883,Nebraska,Private,MOError1,14,2023
884,Nebraska,Employer-based,MOError1,16,2023
885,Nebraska,Direct-purchase,MOError1,12,2023
886,Nebraska,TRICARE,MOError1,5,2023
887,Nebraska,Public,MOError1,12,2023
888,Nebraska,Medicaid,MOError1,12,2023
889,Nebraska,Medicare,MOError1,4,2023
890,Nebraska,VA Care,MOError1,3,2023
891,Nevada,Total,MOError1,2,2023
892,Nevada,Any coverage,MOError1,17,2023
893,Nevada,Uninsured,MOError1,17,2023
894,Nevada,Private,MOError1,27,2023
895,Nevada,Employer-based,MOError1,24,2023
896,Nevada,Direct-purchase,MOError1,16,2023
897,Nevada,TRICARE,MOError1,10,2023
898,Nevada,Public,MOError1,22,2023
899,Nevada,Medicaid,MOError1,21,2023
900,Nevada,Medicare,MOError1,6,2023
901,Nevada,VA Care,MOError1,6,2023
902,New Hampshire,Total,MOError1,1,2023
903,New Hampshire,Any coverage,MOError1,6,2023
904,New Hampshire,Uninsured,MOError1,6,2023
905,New Hampshire,Private,MOError1,12,2023
906,New Hampshire,Employer-based,MOError1,13,2023
907,New Hampshire,Direct-purchase,MOError1,10,2023
908,New Hampshire,TRICARE,MOError1,3,2023
909,New Hampshire,Public,MOError1,10,2023
910,New Hampshire,Medicaid,MOError1,9,2023
911,New Hampshire,Medicare,MOError1,4,2023
912,New Hampshire,VA Care,MOError1,3,2023
913,New Jersey,Total,MOError1,1,2023
914,New Jersey,Any coverage,MOError1,21,2023
915,New Jersey,Uninsured,MOError1,21,2023
916,New Jersey,Private,MOError1,34,2023
917,New Jersey,Employer-based,MOError1,40,2023
918,New Jersey,Direct-purchase,MOError1,19,2023
919,New Jersey,TRICARE,MOError1,8,2023
920,New Jersey,Public,MOError1,26,2023
921,New Jersey,Medicaid,MOError1,29,2023
922,New Jersey,Medicare,MOError1,11,2023
923,New Jersey,VA Care,MOError1,5,2023
924,New Mexico,Total,MOError1,2,2023
925,New Mexico,Any coverage,MOError1,11,2023
926,New Mexico,Uninsured,MOError1,11,2023
927,New Mexico,Private,MOError1,20,2023
928,New Mexico,Employer-based,MOError1,20,2023
929,New Mexico,Direct-purchase,MOError1,10,2023
930,New Mexico,TRICARE,MOError1,7,2023
931,New Mexico,Public,MOError1,18,2023
932,New Mexico,Medicaid,MOError1,18,2023
933,New Mexico,Medicare,MOError1,6,2023
934,New Mexico,VA Care,MOError1,4,2023
935,New York,Total,MOError1,2,2023
936,New York,Any coverage,MOError1,26,2023
937,New York,Uninsured,MOError1,26,2023
938,New York,Private,MOError1,52,2023
939,New York,Employer-based,MOError1,54,2023
940,New York,Direct-purchase,MOError1,40,2023
941,New York,TRICARE,MOError1,9,2023
942,New York,Public,MOError1,48,2023
943,New York,Medicaid,MOError1,52,2023
944,New York,Medicare,MOError1,16,2023
945,New York,VA Care,MOError1,8,2023
946,North Carolina,Total,MOError1,5,2023
947,North Carolina,Any coverage,MOError1,26,2023
948,North Carolina,Uninsured,MOError1,27,2023
949,North Carolina,Private,MOError1,50,2023
950,North Carolina,Employer-based,MOError1,46,2023
951,North Carolina,Direct-purchase,MOError1,28,2023
952,North Carolina,TRICARE,MOError1,22,2023
953,North Carolina,Public,MOError1,39,2023
954,North Carolina,Medicaid,MOError1,37,2023
955,North Carolina,Medicare,MOError1,13,2023
956,North Carolina,VA Care,MOError1,11,2023
957,North Dakota,Total,MOError1,2,2023
958,North Dakota,Any coverage,MOError1,4,2023
959,North Dakota,Uninsured,MOError1,4,2023
960,North Dakota,Private,MOError1,8,2023
961,North Dakota,Employer-based,MOError1,9,2023
962,North Dakota,Direct-purchase,MOError1,7,2023
963,North Dakota,TRICARE,MOError1,5,2023
964,North Dakota,Public,MOError1,7,2023
965,North Dakota,Medicaid,MOError1,7,2023
966,North Dakota,Medicare,MOError1,2,2023
967,North Dakota,VA Care,MOError1,2,2023
968,Ohio,Total,MOError1,3,2023
969,Ohio,Any coverage,MOError1,20,2023
970,Ohio,Uninsured,MOError1,20,2023
971,Ohio,Private,MOError1,42,2023
972,Ohio,Employer-based,MOError1,44,2023
973,Ohio,Direct-purchase,MOError1,25,2023
974,Ohio,TRICARE,MOError1,10,2023
975,Ohio,Public,MOError1,37,2023
976,Ohio,Medicaid,MOError1,38,2023
977,Ohio,Medicare,MOError1,12,2023
978,Ohio,VA Care,MOError1,10,2023
979,Oklahoma,Total,MOError1,2,2023
980,Oklahoma,Any coverage,MOError1,12,2023
981,Oklahoma,Uninsured,MOError1,12,2023
982,Oklahoma,Private,MOError1,21,2023
983,Oklahoma,Employer-based,MOError1,22,2023
984,Oklahoma,Direct-purchase,MOError1,13,2023
985,Oklahoma,TRICARE,MOError1,8,2023
986,Oklahoma,Public,MOError1,18,2023
987,Oklahoma,Medicaid,MOError1,19,2023
988,Oklahoma,Medicare,MOError1,5,2023
989,Oklahoma,VA Care,MOError1,5,2023
990,Oregon,Total,MOError1,1,2023
991,Oregon,Any coverage,MOError1,12,2023
992,Oregon,Uninsured,MOError1,12,2023
993,Oregon,Private,MOError1,24,2023
994,Oregon,Employer-based,MOError1,25,2023
995,Oregon,Direct-purchase,MOError1,15,2023
996,Oregon,TRICARE,MOError1,6,2023
997,Oregon,Public,MOError1,24,2023
998,Oregon,Medicaid,MOError1,24,2023
999,Oregon,Medicare,MOError1,6,2023
1000,Oregon,VA Care,MOError1,5,2023
1001,Pennsylvania,Total,MOError1,2,2023
1002,Pennsylvania,Any coverage,MOError1,24,2023
1003,Pennsylvania,Uninsured,MOError1,24,2023
1004,Pennsylvania,Private,MOError1,46,2023
1005,Pennsylvania,Employer-based,MOError1,47,2023
1006,Pennsylvania,Direct-purchase,MOError1,33,2023
1007,Pennsylvania,TRICARE,MOError1,9,2023
1008,Pennsylvania,Public,MOError1,39,2023
1009,Pennsylvania,Medicaid,MOError1,40,2023
1010,Pennsylvania,Medicare,MOError1,11,2023
1011,Pennsylvania,VA Care,MOError1,8,2023
1012,Rhode Island,Total,MOError1,1,2023
1013,Rhode Island,Any coverage,MOError1,6,2023
1014,Rhode Island,Uninsured,MOError1,6,2023
1015,Rhode Island,Private,MOError1,13,2023
1016,Rhode Island,Employer-based,MOError1,14,2023
1017,Rhode Island,Direct-purchase,MOError1,10,2023
1018,Rhode Island,TRICARE,MOError1,3,2023
1019,Rhode Island,Public,MOError1,10,2023
1020,Rhode Island,Medicaid,MOError1,11,2023
1021,Rhode Island,Medicare,MOError1,4,2023
1022,Rhode Island,VA Care,MOError1,3,2023
1023,South Carolina,Total,MOError1,3,2023
1024,South Carolina,Any coverage,MOError1,15,2023
1025,South Carolina,Uninsured,MOError1,16,2023
1026,South Carolina,Private,MOError1,24,2023
1027,South Carolina,Employer-based,MOError1,30,2023
1028,South Carolina,Direct-purchase,MOError1,22,2023
1029,South Carolina,TRICARE,MOError1,16,2023
1030,South Carolina,Public,MOError1,20,2023
1031,South Carolina,Medicaid,MOError1,20,2023
1032,South Carolina,Medicare,MOError1,7,2023
1033,South Carolina,VA Care,MOError1,8,2023
1034,South Dakota,Total,MOError1,1,2023
1035,South Dakota,Any coverage,MOError1,6,2023
1036,South Dakota,Uninsured,MOError1,6,2023
1037,South Dakota,Private,MOError1,8,2023
1038,South Dakota,Employer-based,MOError1,10,2023
1039,South Dakota,Direct-purchase,MOError1,7,2023
1040,South Dakota,TRICARE,MOError1,4,2023
1041,South Dakota,Public,MOError1,7,2023
1042,South Dakota,Medicaid,MOError1,7,2023
1043,South Dakota,Medicare,MOError1,3,2023
1044,South Dakota,VA Care,MOError1,3,2023
1045,Tennessee,Total,MOError1,3,2023
1046,Tennessee,Any coverage,MOError1,21,2023
1047,Tennessee,Uninsured,MOError1,20,2023
1048,Tennessee,Private,MOError1,38,2023
1049,Tennessee,Employer-based,MOError1,34,2023
1050,Tennessee,Direct-purchase,MOError1,27,2023
1051,Tennessee,TRICARE,MOError1,11,2023
1052,Tennessee,Public,MOError1,26,2023
1053,Tennessee,Medicaid,MOError1,27,2023
1054,Tennessee,Medicare,MOError1,11,2023
1055,Tennessee,VA Care,MOError1,7,2023
1056,Texas,Total,MOError1,8,2023
1057,Texas,Any coverage,MOError1,59,2023
1058,Texas,Uninsured,MOError1,58,2023
1059,Texas,Private,MOError1,81,2023
1060,Texas,Employer-based,MOError1,84,2023
1061,Texas,Direct-purchase,MOError1,45,2023
1062,Texas,TRICARE,MOError1,31,2023
1063,Texas,Public,MOError1,61,2023
1064,Texas,Medicaid,MOError1,61,2023
1065,Texas,Medicare,MOError1,22,2023
1066,Texas,VA Care,MOError1,16,2023
1067,Utah,Total,MOError1,1,2023
1068,Utah,Any coverage,MOError1,14,2023
1069,Utah,Uninsured,MOError1,14,2023
1070,Utah,Private,MOError1,22,2023
1071,Utah,Employer-based,MOError1,25,2023
1072,Utah,Direct-purchase,MOError1,18,2023
1073,Utah,TRICARE,MOError1,7,2023
1074,Utah,Public,MOError1,15,2023
1075,Utah,Medicaid,MOError1,16,2023
1076,Utah,Medicare,MOError1,4,2023
1077,Utah,VA Care,MOError1,4,2023
1078,Vermont,Total,MOError1,Z,2023
1079,Vermont,Any coverage,MOError1,2,2023
1080,Vermont,Uninsured,MOError1,3,2023
1081,Vermont,Private,MOError1,8,2023
1082,Vermont,Employer-based,MOError1,8,2023
1083,Vermont,Direct-purchase,MOError1,5,2023
1084,Vermont,TRICARE,MOError1,2,2023
1085,Vermont,Public,MOError1,7,2023
1086,Vermont,Medicaid,MOError1,7,2023
1087,Vermont,Medicare,MOError1,3,2023
1088,Vermont,VA Care,MOError1,2,2023
1089,Virginia,Total,MOError1,6,2023
1090,Virginia,Any coverage,MOError1,19,2023
1091,Virginia,Uninsured,MOError1,18,2023
1092,Virginia,Private,MOError1,37,2023
1093,Virginia,Employer-based,MOError1,36,2023
1094,Virginia,Direct-purchase,MOError1,22,2023
1095,Virginia,TRICARE,MOError1,19,2023
1096,Virginia,Public,MOError1,32,2023
